"","mock1","mock2","mock3","hrcc1","hrcc2","hrcc3"
"AT1G69523",17,31,35,13,19,16
"AT1G69530",79,88,258,168,93,262
"AT1G69545",1,11,8,19,17,7
"AT1G69550",37,20,48,45,26,48
"AT1G69580",2,48,10,19,42,7
"AT1G69610",9,9,12,33,21,18
"AT1G69620",998,1062,1691,1372,591,3531
"AT1G69640",102,108,213,181,157,229
"AT1G69670",35,22,25,24,13,33
"AT1G69690",52,94,288,43,69,158
"AT1G69720",49,48,46,60,45,85
"AT1G69730",39,29,49,54,20,42
"AT1G69740",292,207,427,289,166,518
"AT1G69760",151,218,88,195,167,136
"AT1G69780",27,14,34,13,20,35
"AT1G69800",2,20,20,10,11,26
"AT1G69830",436,499,705,556,241,714
"AT1G69840",105,83,110,95,35,70
"AT1G69850",162,133,238,233,175,608
"AT1G69870",470,430,1265,625,647,1532
"AT1G69880",85,54,164,66,87,404
"AT1G69890",107,60,96,149,91,197
"AT1G69900",43,10,15,75,34,100
"AT1G69910",44,59,60,66,39,110
"AT1G69930",9,42,9,53,77,58
"AT1G69935",85,82,81,88,84,104
"AT1G69960",50,34,38,53,23,89
"AT1G69980",37,38,26,41,31,37
"AT1G70000",14,10,14,18,9,9
"AT1G70060",40,29,55,58,29,81
"AT1G70070",56,65,137,37,26,108
"AT1G70090",18,16,29,11,7,25
"AT1G70100",35,20,45,19,6,23
"AT1G70140",112,120,59,281,121,251
"AT1G70160",246,191,374,411,244,638
"AT1G70180",12,14,48,52,3,38
"AT1G70190",20,45,29,23,10,35
"AT1G70200",72,87,52,34,24,39
"AT1G70230",21,23,37,49,12,15
"AT1G70250",9,19,18,26,15,27
"AT1G70280",37,43,64,17,11,28
"AT1G70290",370,152,97,225,202,315
"AT1G70300",42,26,42,77,65,97
"AT1G70310",102,87,95,59,34,66
"AT1G70320",76,106,140,104,78,286
"AT1G70330",40,38,125,67,91,163
"AT1G70370",107,135,558,58,43,364
"AT1G70410",127,161,184,150,102,227
"AT1G70420",89,52,73,58,29,28
"AT1G70460",0,39,3,15,13,3
"AT1G70470",8,30,17,17,25,11
"AT1G70480",40,37,24,29,19,24
"AT1G70490",281,219,372,361,131,612
"AT1G70520",107,90,112,205,119,235
"AT1G70530",48,22,58,90,59,108
"AT1G70550",1,23,15,13,15,10
"AT1G70570",75,81,98,118,33,148
"AT1G70580",93,128,202,101,36,109
"AT1G70590",22,31,66,42,43,129
"AT1G70600",1709,1830,870,2890,890,1343
"AT1G70610",80,38,67,32,21,68
"AT1G70620",134,154,389,175,79,392
"AT1G70630",4,17,31,21,32,41
"AT1G70640",33,70,105,33,24,36
"AT1G70660",163,146,62,120,43,78
"AT1G70670",17,19,18,42,15,18
"AT1G70690",34,15,68,54,20,90
"AT1G70700",479,377,805,1455,731,1811
"AT1G70710",13,40,13,5,30,13
"AT1G70730",151,146,335,112,71,216
"AT1G70740",22,18,20,28,18,25
"AT1G70750",60,48,29,72,28,46
"AT1G70760",232,264,1013,155,102,384
"AT1G70770",112,102,174,233,90,270
"AT1G70800",5,11,10,29,22,30
"AT1G70810",289,193,100,542,177,296
"AT1G70820",1542,1626,819,909,391,828
"AT1G70830",42,34,27,13,27,17
"AT1G70890",46,73,47,18,0,7
"AT1G70900",74,43,155,91,43,93
"AT1G70940",67,193,114,61,45,85
"AT1G70980",17,11,20,35,11,44
"AT1G71010",40,75,63,37,64,71
"AT1G71020",9,14,23,24,9,33
"AT1G71030",900,430,739,758,731,868
"AT1G71040",236,108,268,259,199,480
"AT1G71070",34,42,58,113,77,84
"AT1G71080",48,65,104,99,50,113
"AT1G71090",109,66,95,58,32,106
"AT1G71100",87,126,166,281,87,419
"AT1G71110",6,45,56,24,45,46
"AT1G71130",26,23,46,33,17,45
"AT1G71140",40,42,53,59,25,87
"AT1G71170",111,103,66,134,50,111
"AT1G71180",66,89,38,38,9,29
"AT1G71190",40,41,212,102,70,314
"AT1G71210",26,42,48,48,37,48
"AT1G71220",89,77,149,174,101,288
"AT1G71240",35,27,46,41,31,48
"AT1G71260",9,18,157,22,15,118
"AT1G71270",35,23,42,53,19,61
"AT1G71310",15,11,17,5,10,10
"AT1G71340",24,25,73,37,24,63
"AT1G71350",18,23,28,22,6,33
"AT1G71360",57,39,47,54,22,56
"AT1G71410",99,95,237,116,120,310
"AT1G71440",29,14,46,29,11,47
"AT1G71460",8,12,47,21,4,31
"AT1G71480",108,93,138,70,92,89
"AT1G71500",597,579,689,327,248,622
"AT1G71520",12,9,31,31,74,132
"AT1G71695",165,128,445,82,52,124
"AT1G71696",20,12,30,25,17,50
"AT1G71697",69,82,56,276,206,175
"AT1G71710",56,63,95,54,28,36
"AT1G71720",75,103,75,35,23,52
"AT1G71730",79,47,289,101,86,439
"AT1G71780",26,16,43,38,8,67
"AT1G71790",10,21,17,14,15,33
"AT1G71800",23,17,118,81,51,175
"AT1G71810",35,49,69,30,22,61
"AT1G71820",62,53,114,121,71,142
"AT1G71830",0,58,9,20,35,17
"AT1G71840",31,60,68,58,29,76
"AT1G71850",25,33,34,31,3,45
"AT1G71860",42,58,116,80,44,169
"AT1G71865",22,29,37,43,20,35
"AT1G71880",298,245,795,577,351,2060
"AT1G71900",6,20,61,29,9,45
"AT1G71910",29,40,15,16,14,23
"AT1G71940",31,1,26,35,29,26
"AT1G71950",207,144,516,202,167,546
"AT1G71960",20,32,28,34,33,34
"AT1G71970",166,111,207,149,151,149
"AT1G71980",89,82,171,104,105,188
"AT1G72010",119,123,111,129,68,193
"AT1G72020",213,166,259,293,109,369
"AT1G72030",27,41,17,7,1,7
"AT1G72040",53,26,98,34,26,108
"AT1G72050",76,90,80,97,40,110
"AT1G72090",35,35,67,33,24,38
"AT1G72120",27,24,102,93,49,185
"AT1G72130",16,9,35,22,5,33
"AT1G72150",1773,1358,1264,1141,472,1190
"AT1G72160",216,263,478,132,60,348
"AT1G72170",36,35,28,37,15,21
"AT1G72175",37,38,19,15,21,31
"AT1G72180",138,126,252,168,77,209
"AT1G72270",9,75,42,6,64,16
"AT1G72280",15,0,15,24,9,33
"AT1G72300",5,8,22,28,7,28
"AT1G72310",11,13,32,10,14,17
"AT1G72320",16,16,55,25,12,57
"AT1G72330",38,64,72,81,105,109
"AT1G72340",88,40,88,70,57,152
"AT1G72370",221,273,845,354,177,1215
"AT1G72390",36,42,125,75,51,244
"AT1G72410",28,35,30,22,32,34
"AT1G72416",39,76,39,56,55,30
"AT1G72430",140,123,113,44,28,51
"AT1G72440",62,119,152,136,51,295
"AT1G72450",115,111,251,494,264,609
"AT1G72470",17,75,12,23,30,11
"AT1G72480",19,23,131,26,18,91
"AT1G72500",72,80,67,33,20,59
"AT1G72510",170,88,167,119,88,181
"AT1G72520",40,120,100,124,253,532
"AT1G72550",85,52,104,64,29,120
"AT1G72560",10,9,29,19,8,25
"AT1G72600",10,36,15,16,14,14
"AT1G72610",6374,4736,13370,3592,5214,4454
"AT1G72630",37,74,15,16,83,5
"AT1G72640",63,77,43,39,15,22
"AT1G72645",47,27,37,10,32,14
"AT1G72650",38,19,24,35,16,18
"AT1G72670",31,16,8,3,7,9
"AT1G72680",87,60,55,91,71,95
"AT1G72700",49,43,64,34,14,77
"AT1G72710",237,234,803,317,149,836
"AT1G72730",1,2,24,7,9,40
"AT1G72740",13,41,36,23,27,41
"AT1G72750",102,114,250,191,143,362
"AT1G72770",54,77,48,83,60,56
"AT1G72790",38,107,56,42,37,33
"AT1G72800",10,22,17,28,17,26
"AT1G72810",10,50,46,20,13,18
"AT1G72820",68,21,24,36,20,25
"AT1G72880",58,50,51,40,23,55
"AT1G72890",26,10,26,13,2,11
"AT1G72900",53,41,62,87,58,73
"AT1G72910",67,25,158,48,17,67
"AT1G72930",172,101,137,174,80,116
"AT1G72970",4,19,36,4,24,7
"AT1G72990",29,5,17,7,5,21
"AT1G73010",2,12,4,12,11,12
"AT1G73030",206,115,174,236,92,234
"AT1G73060",160,120,412,88,42,217
"AT1G73080",34,30,42,84,63,112
"AT1G73100",12,25,28,37,12,36
"AT1G73110",38,42,91,37,10,46
"AT1G73150",12,55,22,11,41,26
"AT1G73170",100,129,96,76,43,63
"AT1G73177",22,49,50,53,16,42
"AT1G73180",17,23,57,24,14,53
"AT1G73200",134,146,122,149,57,154
"AT1G73210",14,64,24,19,82,62
"AT1G73230",148,134,634,184,79,380
"AT1G73240",16,41,98,26,32,81
"AT1G73250",28,16,38,56,16,77
"AT1G73260",15,3,9,39,13,18
"AT1G73325",6,27,104,4,9,104
"AT1G73350",6,15,18,14,9,12
"AT1G73380",15,21,27,27,15,15
"AT1G73390",58,55,126,42,16,77
"AT1G73430",58,35,127,46,39,130
"AT1G73440",5,30,11,21,53,18
"AT1G73460",29,17,25,34,22,40
"AT1G73470",61,42,82,42,16,46
"AT1G73480",84,85,134,96,58,87
"AT1G73490",41,19,52,44,11,58
"AT1G73500",130,59,96,203,81,185
"AT1G73530",57,47,65,67,34,104
"AT1G73540",111,61,47,60,58,86
"AT1G73630",36,9,23,8,14,17
"AT1G73650",50,61,49,19,38,54
"AT1G73655",272,222,593,198,92,382
"AT1G73660",53,12,50,19,24,38
"AT1G73670",51,44,98,33,13,88
"AT1G73680",23,81,43,63,42,70
"AT1G73710",58,66,38,49,19,31
"AT1G73720",34,36,16,27,7,23
"AT1G73730",9,23,20,18,17,30
"AT1G73740",44,54,177,127,86,327
"AT1G73750",153,131,262,110,70,237
"AT1G73760",40,20,106,67,35,116
"AT1G73805",69,41,237,75,25,207
"AT1G73810",47,15,101,59,26,174
"AT1G73820",23,15,19,31,5,33
"AT1G73840",53,67,105,63,57,156
"AT1G73870",44,44,15,20,15,15
"AT1G73875",16,10,21,13,2,14
"AT1G73880",57,53,70,32,31,82
"AT1G73885",249,216,773,195,85,678
"AT1G73920",137,146,238,130,114,210
"AT1G73930",17,17,45,25,25,59
"AT1G73940",30,20,14,19,18,18
"AT1G73950",18,13,28,13,7,35
"AT1G73960",35,44,63,44,13,85
"AT1G73980",50,59,127,60,33,131
"AT1G73990",49,39,62,34,14,65
"AT1G74000",11,3,24,43,64,80
"AT1G74010",28,36,48,85,32,147
"AT1G74020",48,44,61,113,49,218
"AT1G74030",7,16,6,22,13,41
"AT1G74040",65,104,123,63,31,100
"AT1G74050",135,189,163,186,100,211
"AT1G74060",224,208,470,253,168,554
"AT1G74070",95,169,217,49,16,78
"AT1G74090",214,231,688,215,95,488
"AT1G74100",212,138,542,473,193,898
"AT1G74160",30,35,40,5,8,31
"AT1G74170",25,20,30,27,16,38
"AT1G74210",21,34,59,57,19,64
"AT1G74230",162,160,270,227,78,398
"AT1G74250",203,348,205,310,140,314
"AT1G74260",78,117,123,86,44,140
"AT1G74270",58,84,453,94,24,260
"AT1G74280",5,5,13,25,7,22
"AT1G74300",1,3,19,8,14,18
"AT1G74310",46,38,46,41,30,61
"AT1G74320",42,22,27,22,19,33
"AT1G74330",16,18,35,26,23,49
"AT1G74340",36,36,64,44,20,81
"AT1G74360",23,44,37,116,63,180
"AT1G74370",22,37,21,20,14,15
"AT1G74380",71,83,89,96,40,98
"AT1G74410",18,21,32,23,11,44
"AT1G74430",3,15,21,34,16,25
"AT1G74440",22,5,87,20,12,48
"AT1G74450",40,39,21,30,26,36
"AT1G74470",1626,1154,5147,868,390,2759
"AT1G74510",21,72,33,25,30,30
"AT1G74520",60,35,86,15,18,56
"AT1G74530",11,12,35,8,19,26
"AT1G74560",94,130,135,66,69,113
"AT1G74590",16,6,11,57,4,27
"AT1G74640",161,146,549,262,115,720
"AT1G74670",33,22,11,7,8,4
"AT1G74680",19,30,46,25,12,40
"AT1G74690",39,55,95,50,62,70
"AT1G74710",111,74,76,160,33,142
"AT1G74720",22,45,61,24,13,54
"AT1G74730",576,461,2458,570,480,1016
"AT1G74740",10,43,25,20,3,36
"AT1G74750",7,9,22,15,15,21
"AT1G74790",34,41,76,108,52,249
"AT1G74800",5,45,20,20,25,26
"AT1G74840",44,30,63,49,40,73
"AT1G74850",88,181,176,99,38,153
"AT1G74860",10,9,18,13,13,18
"AT1G74880",190,196,775,98,63,347
"AT1G74910",110,92,165,97,62,187
"AT1G74920",178,125,433,140,85,363
"AT1G74930",18,9,22,28,31,43
"AT1G74940",120,158,47,81,50,29
"AT1G74950",124,126,222,357,202,613
"AT1G74960",99,82,179,98,65,144
"AT1G74970",892,578,2666,1042,688,1237
"AT1G75000",20,17,31,26,12,22
"AT1G75010",25,32,25,19,19,24
"AT1G75020",24,8,30,25,18,35
"AT1G75040",58,29,308,284,26,607
"AT1G75080",54,55,163,92,75,139
"AT1G75100",15,29,27,11,3,18
"AT1G75130",22,24,23,28,10,16
"AT1G75140",25,21,72,33,23,42
"AT1G75180",14,25,17,14,10,10
"AT1G75190",172,113,37,80,47,27
"AT1G75200",43,68,142,85,44,253
"AT1G75210",45,65,109,37,32,82
"AT1G75220",308,214,288,461,222,719
"AT1G75230",25,22,54,53,59,150
"AT1G75270",27,13,15,27,18,25
"AT1G75280",77,95,117,40,45,77
"AT1G75310",72,93,68,83,38,68
"AT1G75330",188,160,747,206,125,648
"AT1G75340",44,69,138,51,40,114
"AT1G75350",163,194,123,139,62,79
"AT1G75370",118,140,276,179,132,271
"AT1G75380",2771,2119,1680,1751,842,1293
"AT1G75400",35,56,60,69,43,79
"AT1G75410",106,92,171,183,129,195
"AT1G75420",16,23,23,19,26,14
"AT1G75440",11,24,98,39,25,141
"AT1G75460",2067,1746,5798,1549,1788,3232
"AT1G75490",24,1,18,17,30,22
"AT1G75500",209,283,526,240,110,460
"AT1G75510",45,46,44,87,73,63
"AT1G75540",52,110,100,72,60,86
"AT1G75550",6,23,10,14,6,21
"AT1G75560",152,106,98,225,60,182
"AT1G75630",98,96,282,97,59,285
"AT1G75660",57,40,101,65,38,137
"AT1G75680",94,53,204,91,54,158
"AT1G75690",430,291,933,179,136,348
"AT1G75710",11,12,37,4,0,14
"AT1G75730",39,93,55,41,42,48
"AT1G75750",814,742,1198,436,178,430
"AT1G75760",44,64,30,46,46,29
"AT1G75780",3,3,15,17,9,22
"AT1G75800",212,191,376,92,104,247
"AT1G75820",76,78,91,80,19,73
"AT1G75840",67,37,43,37,10,21
"AT1G75850",48,34,56,64,25,85
"AT1G75860",30,33,58,33,16,45
"AT1G75900",62,86,115,42,14,32
"AT1G75950",247,211,355,438,249,444
"AT1G75960",14,29,25,38,15,33
"AT1G75980",8,20,22,27,4,21
"AT1G75990",96,63,150,133,53,288
"AT1G76010",308,337,745,402,195,868
"AT1G76020",11,37,182,12,11,120
"AT1G76030",231,225,437,309,158,506
"AT1G76040",29,26,12,34,39,15
"AT1G76050",47,23,102,31,14,69
"AT1G76060",10,24,25,30,16,22
"AT1G76070",41,50,104,122,144,518
"AT1G76080",648,512,662,467,244,526
"AT1G76090",34,31,51,26,17,56
"AT1G76100",495,366,672,237,147,387
"AT1G76110",79,58,43,28,15,18
"AT1G76130",27,33,29,55,30,37
"AT1G76140",35,34,157,99,54,328
"AT1G76150",81,52,101,122,69,144
"AT1G76160",124,140,424,182,158,564
"AT1G76180",2754,1962,3305,3290,2475,3224
"AT1G76185",23,12,22,26,15,27
"AT1G76200",409,385,262,592,125,372
"AT1G76240",22,18,46,15,7,21
"AT1G76260",1,3,27,12,1,45
"AT1G76270",14,17,19,24,12,42
"AT1G76280",14,25,16,8,7,11
"AT1G76300",47,54,57,48,19,69
"AT1G76320",0,11,23,18,10,29
"AT1G76350",39,26,39,41,22,43
"AT1G76360",61,50,146,90,62,181
"AT1G76380",9,10,29,35,12,62
"AT1G76390",48,21,72,110,38,151
"AT1G76400",48,46,140,82,61,158
"AT1G76410",12,11,7,17,27,20
"AT1G76450",91,103,377,62,57,229
"AT1G76460",74,73,128,49,53,86
"AT1G76490",419,398,630,392,221,738
"AT1G76510",41,15,29,20,16,38
"AT1G76520",86,112,212,101,53,160
"AT1G76550",8,8,33,19,34,40
"AT1G76560",97,93,82,183,46,305
"AT1G76570",24,19,16,27,12,10
"AT1G76580",50,40,81,62,39,83
"AT1G76590",124,102,180,159,113,173
"AT1G76600",62,54,23,68,106,85
"AT1G76620",2,15,24,19,27,11
"AT1G76630",13,19,26,5,12,34
"AT1G76650",65,46,13,35,86,17
"AT1G76660",48,110,120,75,55,139
"AT1G76670",111,66,167,102,39,140
"AT1G76680",208,207,140,232,196,145
"AT1G76690",27,11,35,10,10,22
"AT1G76700",40,27,49,44,41,83
"AT1G76710",13,18,25,6,9,37
"AT1G76730",102,130,295,77,47,282
"AT1G76780",1,27,15,12,13,11
"AT1G76790",114,141,1276,146,71,951
"AT1G76810",249,307,494,379,234,704
"AT1G76850",102,86,134,134,62,220
"AT1G76860",29,18,31,17,3,31
"AT1G76880",7,44,18,11,35,23
"AT1G76900",50,34,97,83,30,163
"AT1G76920",80,36,81,64,30,63
"AT1G76930",7941,9409,16796,37242,36043,110377
"AT1G76940",42,122,43,32,75,60
"AT1G76950",25,37,41,45,42,74
"AT1G76955",24,58,176,12,9,51
"AT1G76960",98,43,189,88,12,47
"AT1G76970",52,44,51,74,58,107
"AT1G76980",23,36,7,35,12,22
"AT1G76990",143,187,125,129,60,138
"AT1G77000",15,19,22,23,13,21
"AT1G77030",86,140,240,164,67,342
"AT1G77060",72,49,228,75,35,119
"AT1G77090",46,72,120,47,18,67
"AT1G77120",35,24,58,36,17,66
"AT1G77122",50,56,104,23,7,59
"AT1G77130",64,32,72,37,30,63
"AT1G77140",36,27,40,36,9,56
"AT1G77170",10,11,11,23,5,8
"AT1G77180",372,429,443,468,203,591
"AT1G77220",24,31,31,21,10,34
"AT1G77240",4,19,25,6,7,29
"AT1G77260",66,60,95,59,24,112
"AT1G77300",53,32,83,58,32,145
"AT1G77330",1,31,2,16,17,0
"AT1G77350",22,9,31,29,7,25
"AT1G77370",100,77,168,150,103,230
"AT1G77380",37,12,44,73,40,78
"AT1G77400",7,14,46,17,9,74
"AT1G77420",18,19,72,69,30,204
"AT1G77440",37,35,143,41,38,169
"AT1G77450",30,24,16,24,19,23
"AT1G77470",19,16,15,14,5,24
"AT1G77480",20,27,34,16,9,23
"AT1G77490",296,190,859,183,142,684
"AT1G77500",32,53,42,36,47,66
"AT1G77510",203,137,937,482,303,1833
"AT1G77540",102,89,117,114,64,128
"AT1G77550",14,9,44,15,13,32
"AT1G77580",10,24,8,1,12,5
"AT1G77590",21,25,54,29,14,28
"AT1G77600",23,72,38,29,39,41
"AT1G77610",48,78,158,98,43,201
"AT1G77630",18,7,41,9,6,22
"AT1G77670",26,49,179,64,18,154
"AT1G77680",84,89,93,75,35,97
"AT1G77690",11,22,8,9,32,15
"AT1G77710",158,130,196,138,67,200
"AT1G77740",224,171,143,195,61,146
"AT1G77750",13,25,51,10,34,52
"AT1G77760",51,84,134,75,53,190
"AT1G77770",52,40,102,72,22,129
"AT1G77800",62,89,112,90,28,120
"AT1G77810",51,48,59,47,5,81
"AT1G77840",50,52,80,135,52,122
"AT1G77850",14,32,79,16,31,64
"AT1G77885",19,31,42,54,44,96
"AT1G77890",40,15,19,22,14,32
"AT1G77920",30,32,53,79,51,50
"AT1G77930",68,83,40,69,57,30
"AT1G77940",136,99,401,143,72,446
"AT1G78000",8,7,4,12,20,32
"AT1G78020",437,705,1472,365,303,453
"AT1G78040",567,599,801,542,292,919
"AT1G78050",14,17,16,10,10,17
"AT1G78060",30,52,62,32,2,25
"AT1G78070",138,121,169,71,34,100
"AT1G78080",591,588,2720,762,872,2498
"AT1G78100",21,74,118,35,8,78
"AT1G78110",42,30,25,28,26,29
"AT1G78130",24,1,13,17,10,20
"AT1G78140",91,51,210,60,17,235
"AT1G78150",107,115,173,121,74,159
"AT1G78170",58,50,37,13,8,12
"AT1G78180",17,7,77,20,4,68
"AT1G78200",48,38,65,48,29,58
"AT1G78210",130,167,424,338,208,880
"AT1G78230",38,3,56,41,31,60
"AT1G78240",93,107,213,179,151,418
"AT1G78280",28,19,51,67,41,82
"AT1G78300",126,99,314,218,123,538
"AT1G78310",7,96,46,57,52,103
"AT1G78370",214,309,490,147,64,253
"AT1G78380",1498,1480,2758,1981,1078,2523
"AT1G78410",5,1,9,25,8,21
"AT1G78420",74,72,99,120,60,205
"AT1G78450",10,11,42,3,0,8
"AT1G78460",135,78,252,248,126,571
"AT1G78490",23,20,42,5,4,23
"AT1G78510",65,67,87,47,11,63
"AT1G78560",26,72,53,39,49,39
"AT1G78570",152,69,305,242,106,443
"AT1G78580",17,31,76,29,8,70
"AT1G78590",10,10,25,12,13,15
"AT1G78600",43,33,177,79,19,101
"AT1G78610",18,44,57,42,30,62
"AT1G78620",93,106,148,91,56,164
"AT1G78630",218,231,652,194,82,365
"AT1G78650",20,6,12,15,8,23
"AT1G78660",30,70,64,96,26,87
"AT1G78670",84,67,327,102,37,190
"AT1G78680",331,286,311,339,141,204
"AT1G78690",11,4,18,14,2,9
"AT1G78700",62,51,96,81,41,123
"AT1G78790",11,11,16,11,5,21
"AT1G78800",42,26,109,46,32,111
"AT1G78810",7,7,21,11,6,24
"AT1G78820",28,34,103,6,8,70
"AT1G78830",610,365,508,815,626,1216
"AT1G78850",324,254,559,671,472,2028
"AT1G78860",12,8,7,16,2,53
"AT1G78870",168,131,427,229,215,579
"AT1G78890",131,164,225,118,105,303
"AT1G78895",76,56,27,89,52,69
"AT1G78900",598,599,1022,843,631,1141
"AT1G78915",36,22,73,20,12,44
"AT1G78920",140,81,275,203,100,463
"AT1G78960",12,9,24,11,3,20
"AT1G78995",69,62,128,41,17,56
"AT1G79000",91,143,111,109,120,182
"AT1G79010",84,133,578,131,90,579
"AT1G79020",10,29,25,19,19,25
"AT1G79040",6779,6864,9523,5168,1992,6185
"AT1G79050",44,61,45,43,31,45
"AT1G79075",42,96,17,62,17,22
"AT1G79080",35,35,109,16,16,64
"AT1G79090",69,60,207,105,63,233
"AT1G79110",143,327,345,219,121,160
"AT1G79150",26,38,68,18,18,90
"AT1G79160",38,51,83,67,17,81
"AT1G79190",25,5,47,13,18,55
"AT1G79200",25,9,18,23,8,14
"AT1G79210",96,65,109,115,55,129
"AT1G79230",88,90,429,78,70,354
"AT1G79245",228,253,218,461,316,353
"AT1G79270",75,120,123,94,101,147
"AT1G79280",58,109,195,108,88,194
"AT1G79340",273,309,236,403,150,376
"AT1G79350",65,14,90,65,33,101
"AT1G79380",99,161,276,110,88,310
"AT1G79390",49,16,25,26,9,39
"AT1G79410",20,16,28,3,5,21
"AT1G79430",23,22,26,44,36,56
"AT1G79440",133,131,227,130,76,156
"AT1G79450",14,15,23,34,15,58
"AT1G79460",25,13,26,5,3,2
"AT1G79470",19,15,30,30,13,37
"AT1G79500",19,27,32,2,8,22
"AT1G79510",36,58,48,24,19,47
"AT1G79520",26,45,53,21,17,43
"AT1G79550",210,187,376,312,218,563
"AT1G79560",32,20,112,62,21,41
"AT1G79570",73,68,140,158,66,400
"AT1G79590",49,18,29,54,14,29
"AT1G79600",275,221,846,185,182,644
"AT1G79610",35,37,49,49,28,60
"AT1G79620",2,13,21,17,6,18
"AT1G79640",10,16,40,6,9,29
"AT1G79650",60,58,122,63,54,136
"AT1G79660",17,18,14,19,5,24
"AT1G79670",29,21,29,64,25,67
"AT1G79680",0,17,7,17,11,23
"AT1G79690",42,57,65,73,39,76
"AT1G79700",31,11,30,4,6,16
"AT1G79720",22,17,42,12,30,23
"AT1G79730",103,80,226,150,82,314
"AT1G79740",30,33,72,21,17,63
"AT1G79750",199,141,495,193,134,672
"AT1G79770",26,53,42,39,18,78
"AT1G79790",52,44,89,42,11,99
"AT1G79810",38,20,92,83,22,97
"AT1G79830",285,323,233,317,121,338
"AT1G79850",649,662,2028,602,442,836
"AT1G79870",111,104,195,83,60,199
"AT1G79880",17,20,24,13,10,15
"AT1G79910",7,25,27,7,12,24
"AT1G79920",173,150,430,335,138,663
"AT1G79930",89,116,165,194,81,255
"AT1G79940",610,540,328,542,213,508
"AT1G79950",9,5,26,24,18,30
"AT1G79970",74,98,110,59,42,80
"AT1G79990",347,309,233,354,159,411
"AT1G80000",47,70,144,78,40,182
"AT1G80010",29,33,85,49,36,111
"AT1G80020",62,50,137,107,46,172
"AT1G80030",47,75,111,40,47,94
"AT1G80040",164,145,477,313,196,583
"AT1G80070",96,135,369,159,144,473
"AT1G80110",43,33,40,51,30,80
"AT1G80120",26,56,84,121,101,122
"AT1G80130",46,56,148,75,33,150
"AT1G80160",33,10,19,82,34,64
"AT1G80180",397,268,183,285,103,253
"AT1G80210",17,21,50,42,21,49
"AT1G80230",38,53,110,68,46,136
"AT1G80260",22,21,42,10,36,24
"AT1G80270",16,16,23,19,5,41
"AT1G80290",34,42,40,59,16,46
"AT1G80300",107,95,174,270,189,438
"AT1G80310",91,65,192,115,84,261
"AT1G80350",47,38,40,29,10,57
"AT1G80360",273,280,154,387,181,303
"AT1G80380",262,199,396,224,87,356
"AT1G80400",22,16,51,23,12,49
"AT1G80410",66,97,178,115,101,214
"AT1G80420",56,26,62,41,12,69
"AT1G80440",354,106,151,278,249,353
"AT1G80450",68,62,91,165,223,511
"AT1G80460",275,216,312,544,370,896
"AT1G80480",345,349,1011,276,150,595
"AT1G80490",62,131,92,72,80,199
"AT1G80500",52,30,70,52,61,105
"AT1G80510",31,16,45,54,34,71
"AT1G80530",30,25,72,46,10,108
"AT1G80550",36,23,18,15,14,12
"AT1G80560",43,40,85,62,44,114
"AT1G80600",109,135,216,137,49,242
"AT1G80610",20,16,70,59,29,135
"AT1G80620",17,14,87,40,18,91
"AT1G80630",18,3,14,13,8,8
"AT1G80640",9,33,56,27,22,23
"AT1G80650",49,33,105,67,44,108
"AT1G80670",31,81,91,37,79,107
"AT1G80680",35,16,47,31,30,49
"AT1G80750",24,55,73,29,21,82
"AT1G80770",67,57,189,59,29,163
"AT1G80780",208,196,396,223,213,376
"AT1G80790",128,199,123,78,54,108
"AT1G80810",62,63,41,56,27,74
"AT1G80820",10,8,21,25,39,103
"AT1G80830",8,14,23,9,1,41
"AT1G80840",53,30,26,77,146,201
"AT1G80860",17,10,57,21,10,53
"AT1G80870",63,71,40,40,21,44
"AT1G80890",225,293,285,413,86,412
"AT1G80910",13,31,29,26,21,27
"AT1G80920",2881,2068,1499,1879,958,1956
"AT1G80930",359,463,278,540,201,456
"AT1G80940",62,87,48,62,23,47
"AT1G80950",40,56,112,73,54,133
"AT1G80980",16,12,48,9,3,20
"AT2G01008",3,32,20,23,45,12
"AT2G01021",19,5,38,14,10,82
"AT2G01060",64,42,234,66,37,250
"AT2G01070",100,129,89,64,22,121
"AT2G01080",14,3,20,15,4,31
"AT2G01090",25,17,24,26,23,19
"AT2G01100",87,103,62,121,59,103
"AT2G01110",330,270,482,191,139,360
"AT2G01130",21,18,35,18,14,40
"AT2G01140",152,100,418,237,143,634
"AT2G01150",16,43,125,23,8,61
"AT2G01170",87,63,198,107,40,268
"AT2G01180",19,9,26,23,32,80
"AT2G01190",130,123,224,220,140,492
"AT2G01220",70,58,66,54,45,70
"AT2G01250",230,216,337,300,104,389
"AT2G01260",154,115,167,289,215,226
"AT2G01270",57,45,128,75,18,153
"AT2G01290",57,96,126,48,35,66
"AT2G01320",44,57,225,47,34,160
"AT2G01340",4,14,4,27,16,18
"AT2G01350",173,172,181,200,75,208
"AT2G01410",14,19,120,26,10,134
"AT2G01420",91,131,176,79,46,134
"AT2G01440",18,20,53,24,9,25
"AT2G01450",164,94,226,343,175,568
"AT2G01460",5,11,29,25,13,50
"AT2G01470",60,54,58,91,56,86
"AT2G01480",23,29,51,32,19,61
"AT2G01490",130,82,221,149,142,251
"AT2G01540",61,31,118,95,57,164
"AT2G01570",99,119,79,66,48,52
"AT2G01590",113,102,210,45,26,61
"AT2G01600",183,160,593,259,161,884
"AT2G01610",10,6,14,15,4,18
